plant_id,Row,Range,Row_Range,id,area(m^2)
20RITI20613,7,13,7_13,223,1.953657625
20RITI20614,7,14,7_14,241,1.752370034
20RITI20615,7,15,7_15,259,1.948034332
20RITI20616,7,16,7_16,277,1.623355488
20RITI20617,7,17,7_17,295,1.767239331
20RITI20618,7,18,7_18,313,1.886569982
20RITI20619,7,19,7_19,331,1.61638271
20RITI20620,7,20,7_20,349,1.932946405
20RITI20621,7,21,7_21,367,1.974606877
20RITI20622,7,22,7_22,385,1.55536844
20RITI20623,7,23,7_23,403,1.805738144
20RITI20624,7,24,7_24,421,1.860894315
20RITI20625,7,25,7_25,439,1.757326675
20RITI20626,7,26,7_26,457,2.136710332
20RITI20627,7,27,7_27,475,2.033136304
20RITI20628,7,28,7_28,493,1.303192148
20RITI20629,7,29,7_29,511,1.58710276
20RITI20630,7,30,7_30,529,1.856391857
20RITI20631,7,31,7_31,547,1.926639373
20RITI20632,7,32,7_32,565,2.412524301
20RITI20633,7,33,7_33,583,2.068937077
20RITI20634,7,34,7_34,601,1.699233647
20RITI20635,7,35,7_35,619,1.644977607
20RITI20636,7,36,7_36,637,1.722882368
20RITI20637,7,37,7_37,655,2.348358145
20RITI20638,7,38,7_38,673,1.694053763
20RITI20639,7,39,7_39,691,2.229697403
20RITI20640,7,40,7_40,709,1.819245997
20RITI20641,7,41,7_41,727,1.877564235
20RITI20642,7,42,7_42,745,2.20965909
20RITI20643,7,43,7_43,763,1.863821526
20RITI20644,7,44,7_44,781,2.005443299
20RITI20645,7,45,7_45,799,2.0095029
20RITI20646,7,46,7_46,817,1.941056198
20RITI20647,7,47,7_47,835,2.244334271
20RITI20648,7,48,7_48,853,2.274501879
20RITI20649,7,49,7_49,871,2.401271293
20RITI20650,7,50,7_50,889,2.222274153
20RITI20651,7,51,7_51,907,2.130403291
20RITI20652,7,52,7_52,925,2.115322978
20RITI20653,7,53,7_53,943,2.052053875
20RITI20654,7,54,7_54,961,2.220016465
20RITI20655,7,55,7_55,979,1.889269823
20RITI20656,7,56,7_56,997,2.077045333
20RITI20657,7,57,7_57,1015,1.869232494
20RITI20658,7,58,7_58,1033,2.106313938
20RITI20659,7,59,7_59,1051,2.283959142
20RITI20660,7,60,7_60,1069,2.083567057
20RITI20661,7,61,7_61,1087,1.710042142
20RITI20662,7,62,7_62,1105,2.078620271
20RITI20663,7,63,7_63,1123,2.070513861
20RITI20664,7,64,7_64,1141,2.262572235
20RITI20665,7,65,7_65,1159,2.023231298
20RITI20666,7,66,7_66,1177,2.451699236
20RITI20667,7,67,7_67,1195,1.958382213
20RITI20668,7,68,7_68,1213,2.102704142
20RITI20669,7,69,7_69,1231,2.183769445
20RITI20670,7,70,7_70,1249,1.914032793
20RITI20671,7,71,7_71,1267,1.92731797
20RITI20672,7,72,7_72,1285,2.187364844
20RITI20673,7,73,7_73,1303,1.939698168
20RITI20674,7,74,7_74,1321,1.729406201
20RITI20675,7,75,7_75,1339,2.262347789
20RITI20676,7,76,7_76,1357,2.268203637
20RITI20677,7,77,7_77,1375,2.224071844
20RITI20678,7,78,7_78,1393,2.169806895
20RITI20679,7,79,7_79,1411,1.834553253
20RITI20680,7,80,7_80,1429,2.349935018
20RITI20681,7,81,7_81,1447,2.330115296
20RITI20682,7,82,7_82,1465,2.287790674
20RITI20683,7,83,7_83,1483,1.871703687
20RITI20684,7,84,7_84,1501,2.338896511
20RITI20685,7,85,7_85,1519,2.218670113
20RITI20686,7,86,7_86,1537,1.330885555
20RITI20687,7,87,7_87,1555,2.268202392
20RITI20688,7,88,7_88,1573,2.340471477
20RITI20689,7,89,7_89,1591,1.887916307
20RITI20690,7,90,7_90,1609,2.023237558
20RITI20691,7,91,7_91,1627,2.162601487
20RITI20692,7,92,7_92,1645,2.305352248
20RITI20693,7,93,7_93,1663,1.943532005
20RITI20694,7,94,7_94,1681,2.374468827
20RITI20695,7,95,7_95,1699,2.189395644
20RITI20696,7,96,7_96,1717,2.139186491
20RITI20697,7,97,7_97,1735,2.002074417
20RITI20698,7,98,7_98,1753,2.11824347
20RITI20699,7,99,7_99,1771,1.889493708
20RITI20700,7,100,7_100,1789,2.180167719
20RITI20701,8,1,8_1,8,2.440670592
20RITI20702,8,2,8_2,26,1.70396861
20RITI20703,8,3,8_3,44,1.558295918
20RITI20704,8,4,8_4,62,1.600396352
20RITI20705,8,5,8_5,80,1.63865821
20RITI20706,8,6,8_6,98,1.969194715
20RITI20707,8,7,8_7,116,2.06307934
20RITI20708,8,8,8_8,134,2.089202667
20RITI20709,8,9,8_9,152,2.025712285
20RITI20710,8,10,8_10,170,2.159004723
20RITI20711,8,11,8_11,188,1.784343632
20RITI20712,8,12,8_12,206,1.934076782
20RITI20713,8,13,8_13,224,1.760475002
20RITI20714,8,14,8_14,242,1.620648682
20RITI20715,8,15,8_15,260,1.900521271
20RITI20716,8,16,8_16,278,1.762276925
20RITI20717,8,17,8_17,296,1.72534945
20RITI20718,8,18,8_18,314,1.372547177
20RITI20719,8,19,8_19,332,1.565948768
20RITI20720,8,20,8_20,350,1.712072818
20RITI20721,8,21,8_21,368,1.43219935
20RITI20722,8,22,8_22,386,1.369163412
20RITI20723,8,23,8_23,404,1.656679872
20RITI20724,8,24,8_24,422,1.330206724
20RITI20725,8,25,8_25,440,1.390327623
20RITI20726,8,26,8_26,458,1.801233503
20RITI20727,8,27,8_27,476,1.698108938
20RITI20728,8,28,8_28,494,1.769038062
20RITI20729,8,29,8_29,512,1.42589895
20RITI20730,8,30,8_30,530,1.584634292
20RITI20731,8,31,8_31,548,1.413520688
20RITI20732,8,32,8_32,566,2.007705144
20RITI20733,8,33,8_33,584,2.190075168
20RITI20734,8,34,8_34,602,1.785925561
20RITI20735,8,35,8_35,620,1.677849522
20RITI20736,8,36,8_36,638,1.676037138
