ID,Weight (g),Bag #,Notes,Column1
20RITI21514,221.16,33,hole in bag/lost seed JB 10/16/23,
20RITI20405,352.59,33,,
20RITI20404,354.05,33,,
20RITI21607,141.19,33,,
20RITI21680,320.87,33,,
20RITI21645,322.63,33,,
20RITI21596,521,33,,
20RITI21689,445.32,33,hole in bag/lost seed JB 10/16/23,
20RITI21619,74.44,33,moldy,
20RITI21650,368.44,33,,
20RITI21623,312.5,33,,
20RITI21656,357.02,33,,
20RITI21632,343.64,33,,
20RITI20487,379.98,33,,
20RITI21681,401.49,33,,
20RITI20486,388.07,33,multiple holes/lost seed JB 10/16/23,
20RITI21698,368.33,33,,
20RITI21697,293.79,33,,
20RITI21603,413.8,33,,
20RITI21614,282.78,33,,
20RITI20477,398.45,33,,
20RITI21696,353.07,33,,
20RITI21612,349.42,33,,
20RITI21668,395.39,33,,
20RITI20481,351.74,33,,
20RITI21667,376.18,33,,
20RITI20480,315.09,33,,
20RITI20478,362.76,33,,
20RITI21610,331.09,33,,
20RITI21605,292.66,33,,
20RITI20488,466.87,33,,
20RITI20414,201.93,33,,
20RITI21663,398.06,33,,
20RITI21700,432.33,33,,
20RITI20413,228.92,33,lost seed/about 200ish seed,
20RITI21699,142.05,33,,
20RITI21631,259.39,33,,
20RITI21043,253.68,33,,
20RITI21086,163.5,33,,
20RITI21050,308.26,33,,
20RITI20823,329.96,,,
20RITI20744,256.65,,,
20RITI21087,445.88,,,
20RITI20712,244.62,,,
20RITI21655,290.09,,,
20RITI21077,360.96,,,
