plant_id,Row,Range,Row_Range,id
20RITI21601,17,1,17_1,17
20RITI21602,17,2,17_2,35
20RITI21603,17,3,17_3,53
20RITI21604,17,4,17_4,71
20RITI21605,17,5,17_5,89
20RITI21606,17,6,17_6,107
20RITI21607,17,7,17_7,125
20RITI21608,17,8,17_8,143
20RITI21609,17,9,17_9,161
20RITI21610,17,10,17_10,179
20RITI21611,17,11,17_11,197
20RITI21612,17,12,17_12,215
20RITI21613,17,13,17_13,233
20RITI21614,17,14,17_14,251
20RITI21615,17,15,17_15,269
20RITI21616,17,16,17_16,287
20RITI21617,17,17,17_17,305
20RITI21618,17,18,17_18,323
20RITI21619,17,19,17_19,341
20RITI21620,17,20,17_20,359
20RITI21621,17,21,17_21,377
20RITI21622,17,22,17_22,395
20RITI21623,17,23,17_23,413
20RITI21624,17,24,17_24,431
20RITI21625,17,25,17_25,449
20RITI21626,17,26,17_26,467
20RITI21627,17,27,17_27,485
20RITI21628,17,28,17_28,503
20RITI21629,17,29,17_29,521
20RITI21630,17,30,17_30,539
20RITI21631,17,31,17_31,557
20RITI21632,17,32,17_32,575
20RITI21633,17,33,17_33,593
20RITI21634,17,34,17_34,611
20RITI21635,17,35,17_35,629
20RITI21636,17,36,17_36,647
20RITI21637,17,37,17_37,665
20RITI21638,17,38,17_38,683
20RITI21639,17,39,17_39,701
20RITI21640,17,40,17_40,719
20RITI21641,17,41,17_41,737
20RITI21642,17,42,17_42,755
20RITI21643,17,43,17_43,773
20RITI21644,17,44,17_44,791
20RITI21645,17,45,17_45,809
20RITI21646,17,46,17_46,827
20RITI21647,17,47,17_47,845
20RITI21648,17,48,17_48,863
20RITI21649,17,49,17_49,881
20RITI21650,17,50,17_50,899
20RITI21651,17,51,17_51,917
20RITI21652,17,52,17_52,935
20RITI21653,17,53,17_53,953
20RITI21654,17,54,17_54,971
20RITI21655,17,55,17_55,989
20RITI21656,17,56,17_56,1007
20RITI21657,17,57,17_57,1025
20RITI21658,17,58,17_58,1043
20RITI21659,17,59,17_59,1061
20RITI21660,17,60,17_60,1079
20RITI21661,17,61,17_61,1097
20RITI21662,17,62,17_62,1115
20RITI21663,17,63,17_63,1133
20RITI21664,17,64,17_64,1151
20RITI21665,17,65,17_65,1169
20RITI21666,17,66,17_66,1187
20RITI21667,17,67,17_67,1205
20RITI21668,17,68,17_68,1223
20RITI21669,17,69,17_69,1241
20RITI21670,17,70,17_70,1259
20RITI21671,17,71,17_71,1277
20RITI21672,17,72,17_72,1295
20RITI21673,17,73,17_73,1313
20RITI21674,17,74,17_74,1331
20RITI21675,17,75,17_75,1349
20RITI21676,17,76,17_76,1367
20RITI21677,17,77,17_77,1385
20RITI21678,17,78,17_78,1403
20RITI21679,17,79,17_79,1421
20RITI21680,17,80,17_80,1439
20RITI21681,17,81,17_81,1457
20RITI21682,17,82,17_82,1475
20RITI21683,17,83,17_83,1493
20RITI21684,17,84,17_84,1511
20RITI21685,17,85,17_85,1529
20RITI21686,17,86,17_86,1547
20RITI21687,17,87,17_87,1565
20RITI21688,17,88,17_88,1583
20RITI21689,17,89,17_89,1601
20RITI21690,17,90,17_90,1619
20RITI21691,17,91,17_91,1637
20RITI21692,17,92,17_92,1655
20RITI21693,17,93,17_93,1673
20RITI21694,17,94,17_94,1691
20RITI21695,17,95,17_95,1709
20RITI21696,17,96,17_96,1727
20RITI21697,17,97,17_97,1745
20RITI21698,17,98,17_98,1763
20RITI21699,17,99,17_99,1781
20RITI21700,17,100,17_100,1799
20RITI21701,18,1,18_1,18
20RITI21702,18,2,18_2,36
20RITI21703,18,3,18_3,54
20RITI21704,18,4,18_4,72
20RITI21705,18,5,18_5,90
20RITI21706,18,6,18_6,108
20RITI21707,18,7,18_7,126
20RITI21708,18,8,18_8,144
20RITI21709,18,9,18_9,162
20RITI21710,18,10,18_10,180
20RITI21711,18,11,18_11,198
20RITI21712,18,12,18_12,216
20RITI21713,18,13,18_13,234
20RITI21714,18,14,18_14,252
20RITI21715,18,15,18_15,270
20RITI21716,18,16,18_16,288
20RITI21717,18,17,18_17,306
20RITI21718,18,18,18_18,324
20RITI21719,18,19,18_19,342
20RITI21720,18,20,18_20,360
20RITI21721,18,21,18_21,378
20RITI21722,18,22,18_22,396
20RITI21723,18,23,18_23,414
20RITI21724,18,24,18_24,432
20RITI21725,18,25,18_25,450
20RITI21726,18,26,18_26,468
20RITI21727,18,27,18_27,486
20RITI21728,18,28,18_28,504
20RITI21729,18,29,18_29,522
20RITI21730,18,30,18_30,540
20RITI21731,18,31,18_31,558
20RITI21732,18,32,18_32,576
20RITI21733,18,33,18_33,594
20RITI21734,18,34,18_34,612
20RITI21735,18,35,18_35,630
20RITI21736,18,36,18_36,648
20RITI21737,18,37,18_37,666
20RITI21738,18,38,18_38,684
20RITI21739,18,39,18_39,702
20RITI21740,18,40,18_40,720
20RITI21741,18,41,18_41,738
20RITI21742,18,42,18_42,756
20RITI21743,18,43,18_43,774
20RITI21744,18,44,18_44,792
20RITI21745,18,45,18_45,810
20RITI21746,18,46,18_46,828
20RITI21747,18,47,18_47,846
20RITI21748,18,48,18_48,864
20RITI21749,18,49,18_49,882
20RITI21750,18,50,18_50,900
20RITI21751,18,51,18_51,918
20RITI21752,18,52,18_52,936
20RITI21753,18,53,18_53,954
20RITI21754,18,54,18_54,972
20RITI21755,18,55,18_55,990
20RITI21756,18,56,18_56,1008
20RITI21757,18,57,18_57,1026
20RITI21758,18,58,18_58,1044
20RITI21759,18,59,18_59,1062
20RITI21760,18,60,18_60,1080
20RITI21761,18,61,18_61,1098
20RITI21762,18,62,18_62,1116
20RITI21763,18,63,18_63,1134
20RITI21764,18,64,18_64,1152
20RITI21765,18,65,18_65,1170
20RITI21766,18,66,18_66,1188
20RITI21767,18,67,18_67,1206
20RITI21768,18,68,18_68,1224
20RITI21769,18,69,18_69,1242
20RITI21770,18,70,18_70,1260
20RITI21771,18,71,18_71,1278
20RITI21772,18,72,18_72,1296
20RITI21773,18,73,18_73,1314
20RITI21774,18,74,18_74,1332
20RITI21775,18,75,18_75,1350
20RITI21776,18,76,18_76,1368
20RITI21777,18,77,18_77,1386
20RITI21778,18,78,18_78,1404
20RITI21779,18,79,18_79,1422
20RITI21780,18,80,18_80,1440
20RITI21781,18,81,18_81,1458
20RITI21782,18,82,18_82,1476
20RITI21783,18,83,18_83,1494
20RITI21784,18,84,18_84,1512
20RITI21785,18,85,18_85,1530
20RITI21786,18,86,18_86,1548
20RITI21787,18,87,18_87,1566
20RITI21788,18,88,18_88,1584
20RITI21789,18,89,18_89,1602
20RITI21790,18,90,18_90,1620
20RITI21791,18,91,18_91,1638
20RITI21792,18,92,18_92,1656
20RITI21793,18,93,18_93,1674
20RITI21794,18,94,18_94,1692
20RITI21795,18,95,18_95,1710
20RITI21796,18,96,18_96,1728
20RITI21797,18,97,18_97,1746
20RITI21798,18,98,18_98,1764
20RITI21799,18,99,18_99,1782
20RITI21800,18,100,18_100,1800
